z_um,fw_amp,sh_amp,th_amp
1.257428387689590465e+01,2.792354860687450646e+00,1.202170617786821438e+00,8.703678174920135291e-01
1.257539030468463892e+01,2.792237107068490154e+00,1.202202067411812125e+00,8.707020885590850412e-01
1.257649673247337319e+01,2.792242395706064251e+00,1.201947640103969706e+00,8.710363219009623625e-01
1.257760316026210745e+01,2.792239422578645769e+00,1.201712312024947993e+00,8.713704872933945023e-01
1.257870958805084172e+01,2.792123982077377775e+00,1.201738212056166377e+00,8.717046164802687569e-01
1.257981601583957598e+01,2.792160629267652627e+00,1.201410640778458161e+00,8.720386990223276680e-01
1.258092244362831202e+01,2.792115147901867545e+00,1.201273842388658197e+00,8.723727164751982066e-01
1.258202887141704629e+01,2.792022645423195115e+00,1.201246252147051052e+00,8.727067028202084575e-01
1.258313529920578056e+01,2.792072363251612899e+00,1.200887992920628422e+00,8.730406329754696326e-01
1.258424172699451482e+01,2.791987146820263277e+00,1.200843347827581731e+00,8.733745049915765390e-01
1.258534815478324909e+01,2.791932317889683546e+00,1.200727969929317185e+00,8.737083463909175451e-01
1.258645458257198335e+01,2.791973486293563678e+00,1.200389277507215136e+00,8.740421238590628805e-01
1.258756101036071762e+01,2.791861457973903171e+00,1.200406792780728038e+00,8.743758524377890362e-01
1.258866743814945188e+01,2.791849386240949027e+00,1.200191740693423048e+00,8.747095461454126308e-01
1.258977386593818615e+01,2.791862583700214007e+00,1.199917814250704540e+00,8.750431719516275075e-01
1.259088029372692041e+01,2.791743503787927239e+00,1.199951557581819372e+00,8.753767580393392311e-01
1.259198672151565468e+01,2.791768329715729635e+00,1.199650391297072183e+00,8.757103013312232953e-01
1.259309314930439072e+01,2.791741296761810709e+00,1.199469812797815838e+00,8.760437775260138116e-01
1.259419957709312499e+01,2.791636704581466066e+00,1.199469664730846930e+00,8.763772207357929389e-01
1.259530600488185925e+01,2.791683133386353877e+00,1.199117920110282842e+00,8.767106115686829071e-01
1.259641243267059352e+01,2.791613900527230463e+00,1.199035344152041827e+00,8.770439406654202408e-01
1.259751886045932778e+01,2.791541605777045465e+00,1.198959817136586281e+00,8.773772393378529433e-01
1.259862528824806205e+01,2.791588826495031928e+00,1.198605916323029152e+00,8.777104768339705210e-01
1.259973171603679631e+01,2.791486208622661724e+00,1.198600882789177202e+00,8.780436611280085790e-01
1.260083814382553058e+01,2.791455741024772230e+00,1.198427728643095547e+00,8.783768127175182183e-01
1.260194457161426485e+01,2.791482752360201935e+00,1.198120594753755652e+00,8.787098973512309508e-01
1.260305099940299911e+01,2.791364085601135248e+00,1.198152767492888016e+00,8.790429382947512194e-01
1.260415742719173515e+01,2.791374265607259098e+00,1.197884662847677362e+00,8.793759399826882595e-01
1.260526385498046942e+01,2.791365245518613314e+00,1.197661205907220694e+00,8.797088734213551753e-01
1.260637028276920368e+01,2.791251947466826255e+00,1.197680694793904266e+00,8.800417712138633997e-01
1.260747671055793795e+01,2.791291197402238300e+00,1.197344553052153815e+00,8.803746205915471412e-01
1.260858313834667221e+01,2.791239543596371053e+00,1.197220228961826116e+00,8.807074052312170442e-01
1.260968956613540648e+01,2.791151633823629297e+00,1.197180352206166809e+00,8.810401587304600435e-01
1.261079599392414075e+01,2.791200947458677195e+00,1.196820438692829169e+00,8.813728543774603796e-01
1.261190242171287501e+01,2.791110957108683621e+00,1.196785297898046663e+00,8.817054926921565894e-01
1.261300884950160928e+01,2.791061939806087633e+00,1.196654519441606723e+00,8.820380996682862795e-01
1.261411527729034354e+01,2.791099748563556471e+00,1.196321129390732541e+00,8.823706414780113638e-01
1.261522170507907781e+01,2.790985510001861680e+00,1.196342366467567864e+00,8.827031353490325527e-01
1.261632813286781385e+01,2.790978926950732131e+00,1.196112357089657463e+00,8.830355930170373790e-01
1.261743456065654811e+01,2.790986616722940461e+00,1.195848950880545436e+00,8.833679821863107406e-01
1.261854098844528238e+01,2.790868398890347546e+00,1.195879301025727370e+00,8.837003323831146284e-01
1.261964741623401665e+01,2.790896932781958384e+00,1.195567064368550758e+00,8.840326380773535497e-01
1.262075384402275091e+01,2.790863600264907429e+00,1.195399150688017054e+00,8.843648767626149931e-01
1.262186027181148518e+01,2.790762665093295514e+00,1.195388982285580992e+00,8.846970827080848920e-01
1.262296669960021944e+01,2.790810020238882139e+00,1.195032503728858053e+00,8.850292345263947036e-01
1.262407312738895371e+01,2.790735253550807204e+00,1.194961115824702880e+00,8.853613252544286771e-01
1.262517955517768797e+01,2.790668418916809834e+00,1.194871124092361736e+00,8.856933851346016073e-01
1.262628598296642224e+01,2.790713495886095963e+00,1.194519654775667350e+00,8.860253823872139556e-01
1.262739241075515828e+01,2.790607470470971130e+00,1.194521089796124480e+00,8.863573273711147227e-01
1.262849883854389255e+01,2.790582814126828293e+00,1.194332345588982047e+00,8.866892385613416305e-01
1.262960526633262681e+01,2.790605108714705906e+00,1.194033804991974090e+00,8.870210819097537058e-01
1.263071169412136108e+01,2.790485976426324566e+00,1.194065692240166898e+00,8.873528824450924724e-01
1.263181812191009534e+01,2.790500778470790255e+00,1.193784478646288782e+00,8.876846421436503931e-01
1.263292454969882961e+01,2.790485623433805795e+00,1.193573197183770862e+00,8.880163333938931869e-01
1.263403097748756387e+01,2.790374864619971973e+00,1.193585340253270344e+00,8.883479894895536244e-01
1.263513740527629814e+01,2.790416312689876221e+00,1.193241542438259861e+00,8.886795953966594164e-01
1.263624383306503240e+01,2.790358622322099524e+00,1.193129480451973867e+00,8.890111369998098256e-01
1.263735026085376667e+01,2.790275550925639614e+00,1.193076697255091467e+00,8.893426473379537622e-01
1.263845668864250271e+01,2.790324025273089870e+00,1.192716157752894190e+00,8.896740982064885728e-01
1.263956311643123698e+01,2.790229586965268016e+00,1.192689848693463173e+00,8.900054925941561779e-01
1.264066954421997124e+01,2.790186414292873174e+00,1.192543524752119222e+00,8.903368548295911289e-01
1.264177597200870551e+01,2.790220510327071413e+00,1.192216318038069156e+00,8.906681507466525094e-01
1.264288239979743977e+01,2.790104495189697609e+00,1.192240317934266880e+00,8.909993996714112852e-01
1.264398882758617404e+01,2.790103214066363968e+00,1.191995720110813783e+00,8.913306109938233801e-01
1.264509525537490831e+01,2.790105216510907038e+00,1.191743344207816024e+00,8.916617533210507984e-01
1.264620168316364257e+01,2.789988292270077164e+00,1.191769302925877794e+00,8.919928573705286912e-01
1.264730811095237684e+01,2.790020176755965142e+00,1.191446785921512985e+00,8.923239151857877971e-01
1.264841453874111110e+01,2.789980585443569083e+00,1.191291547578754217e+00,8.926549061736888113e-01
1.264952096652984537e+01,2.789883627421839485e+00,1.191270578458039520e+00,8.929858645826291852e-01
1.265062739431858141e+01,2.789931473669569062e+00,1.190910376886951116e+00,8.933167671389061759e-01
1.265173382210731567e+01,2.789851424879850050e+00,1.190849687183132666e+00,8.936476093138072674e-01
1.265284024989604994e+01,2.789790178499814921e+00,1.190744869525934169e+00,8.939784201222141791e-01
1.265394667768478421e+01,2.789832711196579940e+00,1.190396806741198299e+00,8.943091669207401395e-01
1.265505310547351847e+01,2.789723677521749323e+00,1.190403847304750462e+00,8.946398624011470124e-01
1.265615953326225274e+01,2.789704737124099498e+00,1.190199665088025327e+00,8.949705229180925370e-01
1.265726596105098700e+01,2.789722052756616666e+00,1.189910409314772544e+00,8.953011148034681899e-01
1.265837238883972127e+01,2.789602900682401909e+00,1.189940997551776070e+00,8.956316647207079873e-01
1.265947881662845553e+01,2.789622031765123467e+00,1.189647303162704617e+00,8.959621721751986900e-01
1.266058524441718980e+01,2.789600686014095388e+00,1.189448430117870270e+00,8.962926110821148873e-01
1.266169167220592584e+01,2.789492845746848637e+00,1.189452324410479767e+00,8.966230152534689912e-01
1.266279809999466011e+01,2.789536077564991334e+00,1.189101815891088432e+00,8.969533674658984879e-01
1.266390452778339437e+01,2.789472516569747373e+00,1.189001732623060192e+00,8.972836558870206369e-01
1.266501095557212864e+01,2.789394500619230666e+00,1.188935483286953865e+00,8.976139128249875920e-01
1.266611738336086290e+01,2.789441707198661025e+00,1.188575340373049682e+00,8.979441087274221411e-01
1.266722381114959717e+01,2.789343167102152243e+00,1.188557137732719537e+00,8.982742490385212664e-01
1.266833023893833143e+01,2.789305839674820042e+00,1.188395196728004199e+00,8.986043562938763607e-01
1.266943666672706570e+01,2.789335891211077278e+00,1.188075013369032984e+00,8.989343961660690718e-01
1.267054309451579996e+01,2.789218538367859157e+00,1.188100796286961636e+00,8.992643899810163211e-01
1.267164952230453423e+01,2.789222344541562038e+00,1.187842046585712019e+00,8.995943447319536546e-01
1.267275595009326850e+01,2.789218510550606656e+00,1.187601145374373113e+00,8.999242300926797444e-01
1.267386237788200454e+01,2.789103300298777732e+00,1.187621730873752890e+00,9.002540778132959165e-01
1.267496880567073880e+01,2.789138161779040725e+00,1.187289768340255458e+00,9.005838775499749316e-01
1.267607523345947307e+01,2.789092384387875878e+00,1.187147142248569764e+00,9.009136107314520414e-01
1.267718166124820733e+01,2.788999699087379991e+00,1.187114641529843917e+00,9.012433114073860052e-01
1.267828808903694160e+01,2.789047600763556289e+00,1.186751738285405589e+00,9.015729545367868747e-01
1.267939451682567586e+01,2.788962546794192310e+00,1.186701194251098990e+00,9.019025380510060641e-01
1.268050094461441013e+01,2.788906985085546797e+00,1.186581259359754670e+00,9.022320895855142631e-01
1.268160737240314440e+01,2.788946588449126018e+00,1.186237551531983625e+00,9.025615758018759038e-01
1.268271380019187866e+01,2.788834957802986292e+00,1.186249298924360707e+00,9.028910116609092373e-01
1.268382022798061293e+01,2.788821607302994998e+00,1.186029903178509093e+00,9.032204113099409071e-01
1.268492665576934897e+01,2.788833709168730746e+00,1.185750566938211348e+00,9.035497416359923317e-01
1.268603308355808323e+01,2.788714978812800283e+00,1.185778843050209641e+00,9.038790308001425355e-01
1.268713951134681750e+01,2.788738124042803523e+00,1.185473352470864494e+00,9.042082758370945106e-01
1.268824593913555177e+01,2.788710564126969604e+00,1.185287048299990875e+00,9.045374523255012011e-01
1.268935236692428603e+01,2.788606002334702350e+00,1.185281827265295185e+00,9.048665944204649092e-01
1.269045879471302030e+01,2.788650596074484955e+00,1.184925579460762934e+00,9.051956827965811359e-01
1.269156522250175456e+01,2.788581359352833022e+00,1.184837121941266780e+00,9.055247079679371591e-01
1.269267165029048883e+01,2.788508586374425668e+00,1.184756909867680008e+00,9.058537013433629603e-01
1.269377807807922309e+01,2.788554105612357947e+00,1.184398175115828789e+00,9.061826321748501778e-01
1.269488450586795736e+01,2.788451828111408570e+00,1.184387304709577204e+00,9.065115083359454040e-01
1.269599093365669162e+01,2.788420314411879986e+00,1.184209748723025424e+00,9.068403504504454204e-01
1.269709736144542767e+01,2.788446012641674354e+00,1.183897383503992984e+00,9.071691242076805883e-01
1.269820378923416193e+01,2.788327763779809398e+00,1.183923953999721279e+00,9.074978528244210807e-01
1.269931021702289620e+01,2.788336416129832962e+00,1.183651554384802074e+00,9.078265408585867169e-01
1.270041664481163046e+01,2.788326627737644170e+00,1.183422504371074435e+00,9.081551592089858183e-01
1.270152307260036473e+01,2.788213538589068285e+00,1.183436756437182158e+00,9.084837404943763017e-01
1.270262950038909899e+01,2.788250989395628210e+00,1.183096223615578646e+00,9.088122720350122474e-01
1.270373592817783326e+01,2.788199129990518443e+00,1.182966073544531538e+00,9.091407373797143476e-01
1.270484235596656752e+01,2.788110987017277775e+00,1.182921363627196909e+00,9.094691702023204316e-01
1.270594878375530179e+01,2.788158510396344436e+00,1.182556785173072944e+00,9.097975438228839140e-01
1.270705521154403606e+01,2.788068751708148607e+00,1.182515774598172920e+00,9.101258586457349198e-01
1.270816163933277210e+01,2.788018939101538418e+00,1.182380502522133447e+00,9.104541407820768706e-01
1.270926806712150636e+01,2.788055245528409554e+00,1.182042066597341901e+00,9.107823563708263848e-01
1.271037449491024063e+01,2.787941438917933112e+00,1.182057591166351784e+00,9.111105225661683127e-01
1.271148092269897489e+01,2.787933522454978608e+00,1.181823277572329634e+00,9.114386512325216572e-01
1.271258735048770916e+01,2.787940204233460229e+00,1.181554435556598115e+00,9.117667099844167788e-01
1.271369377827644342e+01,2.787822330528496373e+00,1.181579392148319751e+00,9.120947283356328761e-01
1.271480020606517769e+01,2.787849155010735824e+00,1.181262842832173865e+00,9.124227008632340707e-01
1.271590663385391196e+01,2.787815389709893843e+00,1.181089194804216147e+00,9.127506049376152841e-01
1.271701306164264622e+01,2.787714445160176080e+00,1.181074032801072260e+00,9.130784748798347339e-01
1.271811948943138049e+01,2.787759973914509803e+00,1.180713038124381553e+00,9.134062893607870492e-01
1.271922591722011653e+01,2.787685284093211369e+00,1.180635785767252033e+00,9.137340412923625754e-01
1.272033234500885079e+01,2.787617911295704243e+00,1.180541179995373779e+00,9.140617610200552079e-01
1.272143877279758506e+01,2.787661334753849918e+00,1.180184848758286442e+00,9.143894167587154342e-01
1.272254520058631932e+01,2.787555700368717471e+00,1.180180491666590781e+00,9.147170187725035539e-01
1.272365162837505359e+01,2.787529937177572581e+00,1.179987396367220498e+00,9.150445856644817688e-01
1.272475805616378786e+01,2.787550997784821849e+00,1.179683594795636559e+00,9.153720833188356831e-01
1.272586448395252212e+01,2.787432295024180107e+00,1.179709947020768146e+00,9.156995367242809492e-01
1.272697091174125639e+01,2.787445527462416806e+00,1.179424462188868317e+00,9.160269479774278967e-01
1.272807733952999065e+01,2.787429698279525692e+00,1.179207570163934848e+00,9.163542893542624412e-01
1.272918376731872492e+01,2.787319121985625703e+00,1.179214555166842038e+00,9.166815941735259043e-01
1.273029019510745918e+01,2.787358762606519047e+00,1.178866363146742202e+00,9.170088474831665781e-01
1.273139662289619523e+01,2.787300955832257898e+00,1.178748480565455781e+00,9.173360350393896523e-01
1.273250305068492949e+01,2.787217597583956152e+00,1.178690940621125227e+00,9.176631899649155821e-01
1.273360947847366376e+01,2.787264313244353087e+00,1.178325713227812432e+00,9.179902840777965922e-01
1.273471590626239802e+01,2.787170172063653695e+00,1.178293567528107211e+00,9.183173202554388848e-01
1.273582233405113229e+01,2.787126140914147232e+00,1.178142810761739101e+00,9.186443229476944916e-01
1.273692876183986655e+01,2.787158802142090330e+00,1.177810527509155047e+00,9.189712579461091213e-01
1.273803518962860082e+01,2.787043247968965520e+00,1.177828873584631397e+00,9.192981445110909311e-01
1.273914161741733508e+01,2.787040580957671931e+00,1.177580007426149766e+00,9.196249921603525390e-01
1.274024804520606935e+01,2.787041665749860453e+00,1.177322171431417264e+00,9.199517694046988048e-01
1.274135447299480361e+01,2.786925074777732991e+00,1.177342812101015435e+00,9.202785069585081024e-01
1.274246090078353966e+01,2.786955225596501329e+00,1.177015990476871554e+00,9.206051969670178137e-01
1.274356732857227392e+01,2.786915295660369551e+00,1.176855012352700847e+00,9.209318187114506893e-01
1.274467375636100819e+01,2.786818284308306026e+00,1.176829128929663515e+00,9.212584065006621525e-01
1.274578018414974245e+01,2.786864318460710699e+00,1.176464395628617599e+00,9.215849371106765719e-01
1.274688661193847672e+01,2.786784424508002012e+00,1.176397862549007023e+00,9.219114058901259900e-01
1.274799303972721098e+01,2.786722578181040522e+00,1.176288499947572008e+00,9.222378419625197887e-01
1.274909946751594525e+01,2.786763510707672253e+00,1.175935546231243523e+00,9.225642126695881018e-01
1.275020589530467952e+01,2.786654913941791545e+00,1.175936843162057599e+00,9.228905306149277621e-01
1.275131232309341378e+01,2.786634806938586895e+00,1.175728357350545927e+00,9.232168122823120049e-01
1.275241875088214805e+01,2.786650971480696182e+00,1.175433811875479462e+00,9.235430239280429943e-01
1.275352517867088231e+01,2.786532255003813852e+00,1.175458934865940996e+00,9.238691921845691990e-01
1.275463160645961835e+01,2.786549778123731613e+00,1.175160989259389055e+00,9.241953166739479419e-01
1.275573803424835262e+01,2.786527853594739756e+00,1.174956490831005063e+00,9.245213711945031720e-01
1.275684446203708688e+01,2.786420164563553570e+00,1.174955306587506021e+00,9.248473895924997912e-01
1.275795088982582115e+01,2.786461585916512718e+00,1.174600397552344022e+00,9.251733547190444940e-01
1.275905731761455542e+01,2.786397996067234928e+00,1.174494502849057209e+00,9.254992546136532328e-01
1.276016374540328968e+01,2.786319636648619813e+00,1.174423572013839845e+00,9.258251216753294877e-01
1.276127017319202395e+01,2.786365121788296317e+00,1.174058716451404694e+00,9.261509263650046231e-01
1.276237660098075821e+01,2.786266940226862054e+00,1.174034714263374690e+00,9.264766740204212203e-01
1.276348302876949248e+01,2.786228690902071925e+00,1.173868398453149275e+00,9.268023873014926695e-01
1.276458945655822674e+01,2.786257379774744525e+00,1.173543107962831122e+00,9.271280318296367673e-01
1.276569588434696279e+01,2.786140511487613658e+00,1.173563298905436314e+00,9.274536288733309375e-01
1.276680231213569705e+01,2.786142881854985820e+00,1.173300313110853033e+00,9.277791855519014197e-01
1.276790873992443132e+01,2.786138222945639953e+00,1.173053929493128811e+00,9.281046714367015005e-01
1.276901516771316558e+01,2.786023329723051667e+00,1.173069274042322974e+00,9.284301182842340516e-01
1.277012159550189985e+01,2.786056438010266589e+00,1.172733011391368985e+00,9.287555158463687288e-01
1.277122802329063411e+01,2.786010415724244460e+00,1.172584643487206701e+00,9.290808454244365855e-01
1.277233445107936838e+01,2.785917629198070511e+00,1.172547307421383689e+00,9.294061411368279568e-01
1.277344087886810264e+01,2.785963738791752853e+00,1.172179854344471917e+00,9.297313779834660563e-01
1.277454730665683691e+01,2.785878914498477688e+00,1.172123492014209623e+00,9.300565537760522306e-01
1.277565373444557117e+01,2.785822689585048195e+00,1.171999079117076903e+00,9.303816962636568544e-01
1.277676016223430722e+01,2.785860751378042899e+00,1.171650450573755275e+00,9.307067720835977553e-01
1.277786659002304148e+01,2.785749598503961089e+00,1.171656506429029410e+00,9.310317961155402111e-01
1.277897301781177575e+01,2.785735023034985325e+00,1.171432851201543279e+00,9.313567826363222668e-01
1.278007944560051001e+01,2.785746060171957250e+00,1.171148197714785066e+00,9.316816984498605958e-01
1.278118587338924428e+01,2.785627765881818707e+00,1.171171080698848899e+00,9.320065716954712975e-01
1.278229230117797854e+01,2.785649268723749294e+00,1.170861355211642030e+00,9.323313995202481275e-01
1.278339872896671281e+01,2.785621226208526924e+00,1.170669413709125140e+00,9.326561573822500506e-01
1.278450515675544708e+01,2.785516779633784523e+00,1.170659194174004325e+00,9.329808794799036020e-01
1.278561158454418134e+01,2.785559565376119373e+00,1.170298536490994135e+00,9.333055465544133344e-01
1.278671801233291561e+01,2.785490385308638128e+00,1.170204280561944810e+00,9.336301489927533170e-01
1.278782444012164987e+01,2.785417209610281386e+00,1.170119460811753775e+00,9.339547183012048004e-01
1.278893086791038591e+01,2.785461050309230746e+00,1.169755987078812343e+00,9.342792237356392082e-01
1.279003729569912018e+01,2.785359188388640383e+00,1.169739358124802786e+00,9.346036730686148042e-01
1.279114372348785444e+01,2.785326689532059863e+00,1.169557482394393277e+00,9.349280870506899710e-01
1.279225015127658871e+01,2.785351101634974569e+00,1.169239979793480266e+00,9.352524313114474186e-01
1.279335657906532298e+01,2.785233355371008468e+00,1.169261023145775624e+00,9.355767290187636531e-01
1.279446300685405724e+01,2.785240524935751250e+00,1.168984415980373281e+00,9.359009848543020649e-01
1.279556943464279151e+01,2.785230006384567414e+00,1.168749863455152749e+00,9.362251696088860209e-01
1.279667586243152577e+01,2.785117212725622071e+00,1.168758953007526413e+00,9.365493159171129900e-01
1.279778229022026004e+01,2.785152895801874084e+00,1.168414121112559378e+00,9.368734111884030602e-01
1.279888871800899430e+01,2.785100884382815778e+00,1.168278230746683244e+00,9.371974388430925895e-01
1.279999514579773034e+01,2.785012588614227180e+00,1.168228763820315264e+00,9.375214326316673175e-01
1.280110157358646461e+01,2.785058345705950789e+00,1.167859615134791085e+00,9.378453659060480563e-01
1.280220800137519888e+01,2.784968888041439605e+00,1.167812815360927736e+00,9.381692389545762678e-01
1.280331442916393314e+01,2.784918347885809276e+00,1.167673129837117685e+00,9.384930780064193456e-01
1.280442085695266741e+01,2.784953176456477220e+00,1.167329742902879719e+00,9.388168491670060289e-01
1.280552728474140167e+01,2.784839883253301007e+00,1.167339631525434296e+00,9.391405695168295598e-01
1.280663371253013594e+01,2.784830685260541561e+00,1.167101099062055836e+00,9.394642510495195831e-01
1.280774014031887020e+01,2.784836391826350788e+00,1.166826913699382962e+00,9.397878612894283723e-01
1.280884656810760447e+01,2.784718949044809211e+00,1.166846551397175302e+00,9.401114297379259410e-01
1.280995299589633873e+01,2.784744100966928926e+00,1.166525779791614648e+00,9.404349510795757539e-01
1.281105942368507300e+01,2.784709949645983507e+00,1.166346485549628387e+00,9.407584025610853384e-01
1.281216585147380904e+01,2.784609079755486771e+00,1.166326405311911563e+00,9.410818185556901749e-01
1.281327227926254331e+01,2.784652808617111397e+00,1.165960988492575234e+00,9.414051777926654152e-01
1.281437870705127757e+01,2.784578258515341354e+00,1.165877954691326490e+00,9.417284730584658536e-01
1.281548513484001184e+01,2.784510421459751139e+00,1.165778813385688562e+00,9.420517348021210102e-01
1.281659156262874610e+01,2.784552214877323184e+00,1.165417715502113261e+00,9.423749312329015027e-01
1.281769799041748037e+01,2.784447048469444130e+00,1.165407644705260370e+00,9.426980725200012623e-01
1.281880441820621463e+01,2.784420237436288748e+00,1.165210281597433672e+00,9.430211773950032406e-01
1.281991084599494890e+01,2.784440092595987792e+00,1.164901313007092876e+00,9.433442116740760053e-01
1.282101727378368317e+01,2.784321904825015181e+00,1.164922205719797210e+00,9.436672003058649283e-01
1.282212370157241743e+01,2.784333610810338477e+00,1.164632538141017415e+00,9.439901455077085446e-01
1.282323012936115347e+01,2.784317147869774800e+00,1.164410125939320695e+00,9.443130194426443413e-01
1.282433655714988774e+01,2.784206840336818534e+00,1.164412027940183059e+00,9.446358554546218089e-01
1.282544298493862200e+01,2.784244703912746033e+00,1.164059534530038187e+00,9.449586386737359733e-01
1.282654941272735627e+01,2.784186836739296567e+00,1.163935916849846874e+00,9.452813547273229977e-01
1.282765584051609054e+01,2.784103270745138747e+00,1.163873697345312097e+00,9.456040368222646819e-01
1.282876226830482480e+01,2.784148251730852230e+00,1.163503877235142925e+00,9.459266567992564712e-01
1.282986869609355907e+01,2.784054479083594824e+00,1.163465975445614919e+00,9.462492174240068055e-01
1.283097512388229333e+01,2.784009655354862112e+00,1.163310867196700515e+00,9.465717432680700316e-01
1.283208155167102760e+01,2.784040907382314245e+00,1.162973602398818862e+00,9.468942000804319026e-01
1.283318797945976186e+01,2.783925896837616598e+00,1.162986371474482583e+00,9.472166070556804485e-01
1.283429440724849613e+01,2.783921893942609582e+00,1.162733323459127055e+00,9.475389738397427264e-01
1.283540083503723217e+01,2.783922095853969658e+00,1.162470119717939232e+00,9.478612688466521163e-01
1.283650726282596644e+01,2.783805925073348675e+00,1.162485517604755492e+00,9.481835227878124828e-01
1.283761369061470070e+01,2.783834377717166575e+00,1.162154482657813626e+00,9.485057279104872618e-01
1.283872011840343497e+01,2.783794158322934198e+00,1.161987852682127231e+00,9.488278633697821984e-01
1.283982654619216923e+01,2.783697176755164371e+00,1.161957131243153363e+00,9.491499635353145559e-01
1.284093297398090350e+01,2.783741424881613469e+00,1.161587960800903208e+00,9.494720052329387316e-01
1.284203940176963776e+01,2.783661750880015440e+00,1.161515667237366989e+00,9.497939836882086651e-01
1.284314582955837203e+01,2.783599376838136852e+00,1.161401839318991769e+00,9.501159281337071549e-01
1.284425225734710629e+01,2.783638733333344106e+00,1.161044090209425894e+00,9.504378058961447939e-01
1.284535868513584056e+01,2.783530652028974650e+00,1.161039722036435906e+00,9.507596294906944800e-01
1.284646511292457660e+01,2.783509435490905570e+00,1.160827017072636469e+00,9.510814155307216744e-01
1.284757154071331087e+01,2.783524479129916962e+00,1.160527275826470195e+00,9.514031301966011656e-01
1.284867796850204513e+01,2.783406284314215995e+00,1.160547009532490348e+00,9.517248000897625682e-01
1.284978439629077940e+01,2.783422240984764429e+00,1.160244902222428820e+00,9.520464249493247877e-01
1.285089082407951366e+01,2.783399780343420726e+00,1.160034868612068726e+00,9.523679784563062745e-01
1.285199725186824793e+01,2.783292328296974372e+00,1.160028681683971774e+00,9.526894944914234831e-01
1.285310367965698219e+01,2.783331968722247751e+00,1.159669465697235280e+00,9.530109559804641473e-01
1.285421010744571646e+01,2.783268408405188410e+00,1.159557844881749622e+00,9.533323508343852781e-01
1.285531653523445073e+01,2.783189783226213798e+00,1.159482310777201652e+00,9.536537115434245981e-01
1.285642296302318499e+01,2.783233571125692585e+00,1.159112838148576685e+00,9.539750085817998437e-01
1.285752939081192103e+01,2.783135821439399304e+00,1.159083116967330129e+00,9.542962471804566915e-01
1.285863581860065530e+01,2.783096714229851720e+00,1.158912508847035339e+00,9.546174501241004862e-01
1.285974224638938956e+01,2.783124067296324000e+00,1.158582206305385442e+00,9.549385829827389260e-01
1.286084867417812383e+01,2.783007767285567535e+00,1.158596882394542282e+00,9.552596669672642760e-01
1.286195510196685809e+01,2.783008750020994793e+00,1.158329748075162868e+00,9.555807093235344496e-01
1.286306152975559236e+01,2.783003303019607078e+00,1.158077974263072241e+00,9.559016795200514505e-01
1.286416795754432663e+01,2.782888813719636811e+00,1.158088153769086803e+00,9.562226093198086252e-01
1.286527438533306089e+01,2.782920203058360187e+00,1.157747683169014996e+00,9.565434885706749490e-01
1.286638081312179516e+01,2.782873987435149132e+00,1.157593661185387424e+00,9.568642984461125378e-01
1.286748724091052942e+01,2.782781181752230548e+00,1.157551566996716907e+00,9.571850731335435070e-01
1.286859366869926369e+01,2.782825525044532622e+00,1.157179659228495527e+00,9.575057876738946039e-01
1.286970009648799973e+01,2.782740997719238774e+00,1.157117561405084150e+00,9.578264397588149848e-01
1.287080652427673400e+01,2.782684180099369797e+00,1.156988751244248936e+00,9.581470572514073636e-01
1.287191295206546826e+01,2.782720725262899819e+00,1.156635297739012858e+00,9.584676067646027420e-01
1.287301937985420253e+01,2.782610130180976249e+00,1.156635740747734120e+00,9.587881030966693974e-01
1.287412580764293679e+01,2.782594384895116235e+00,1.156407911608243522e+00,9.591085606544174080e-01
1.287523223543167106e+01,2.782604389236170483e+00,1.156118034751502988e+00,9.594289461583259682e-01
1.287633866322040532e+01,2.782486617518852512e+00,1.156135601060113371e+00,9.597492877259239386e-01
1.287744509100913959e+01,2.782506517931731427e+00,1.155821731151249532e+00,9.600695826170680958e-01
1.287855151879787385e+01,2.782478037783179037e+00,1.155624242330486551e+00,9.603898061687817789e-01
1.287965794658660812e+01,2.782373791541119967e+00,1.155609100959284152e+00,9.607099926230173725e-01
1.288076437437534416e+01,2.782414798088163721e+00,1.155244127652270469e+00,9.610301227877838803e-01
1.288187080216407843e+01,2.782345735387093288e+00,1.155144158483210504e+00,9.613501869225015151e-01
1.288297722995281269e+01,2.782272233188605615e+00,1.155054810332649229e+00,9.616702166312782740e-01
1.288408365774154696e+01,2.782314419876632527e+00,1.154686693554682009e+00,9.619901811738356123e-01
1.288519008553028122e+01,2.782213048692832924e+00,1.154664386647122676e+00,9.623100882214180585e-01
1.288629651331901549e+01,2.782179626789305971e+00,1.154478274799969340e+00,9.626299586517997886e-01
1.288740294110774975e+01,2.782202780987625967e+00,1.154155729945679498e+00,9.629497580345711683e-01
1.288850936889648402e+01,2.782085621944208054e+00,1.154171323617728007e+00,9.632695094885820319e-01
1.288961579668521829e+01,2.782091355125311694e+00,1.153890597517486905e+00,9.635892178196633351e-01
1.289072222447395255e+01,2.782080145350632083e+00,1.153650634544683085e+00,9.639088537102558085e-01
1.289182865226268682e+01,2.781967733892425798e+00,1.153654638163992274e+00,9.642284498108902868e-01
1.289293508005142286e+01,2.782001682350178751e+00,1.153305600178949897e+00,9.645479936204386373e-01
1.289404150784015712e+01,2.781949572846440066e+00,1.153164057064288706e+00,9.648674684303049087e-01
1.289514793562889139e+01,2.781861205190793829e+00,1.153109911304765589e+00,9.651869080679168489e-01
