wavelength_um,target_amp,holographic_amp,periodic_amp,phase_rad
1.063908908908908879e+00,8.107767658683609491e-02,8.105622200163029034e-02,9.275772690394007425e-02,-1.797904486144597769e+01
1.063910910910910834e+00,8.173862992139946382e-02,8.171511757875424276e-02,9.322497141235763785e-02,-1.803270085059265071e+01
1.063912912912912789e+00,8.238999423567049118e-02,8.236451707810442391e-02,9.368316896101046287e-02,-1.808635734442612630e+01
1.063914914914914966e+00,8.303145484354117201e-02,8.300411150908153235e-02,9.413223284499548649e-02,-1.814001430944418658e+01
1.063916916916916922e+00,8.366270030655741097e-02,8.363359486511932894e-02,9.457207805047969373e-02,-1.819367171137173855e+01
1.063918918918918877e+00,8.428342268123631409e-02,8.425266435358100270e-02,9.500262126713313049e-02,-1.824732951448687501e+01
1.063920920920920832e+00,8.489331777952932589e-02,8.486102063950012875e-02,9.542378091082659441e-02,-1.830098768220967287e+01
1.063922922922922787e+00,8.549208541527389404e-02,8.545836807619502928e-02,9.583547713785958710e-02,-1.835464617668814924e+01
1.063924924924924964e+00,8.607942966235125615e-02,8.604441494843481641e-02,9.623763186873124376e-02,-1.840830495964694435e+01
1.063926926926926919e+00,8.665505909269595464e-02,8.661887369644510892e-02,9.663016879968391870e-02,-1.846196399170490565e+01
1.063928928928928874e+00,8.721868702936949602e-02,8.718146115586426770e-02,9.701301342640736292e-02,-1.851562323335113902e+01
1.063930930930930829e+00,8.777003177597768324e-02,8.773189877518496049e-02,9.738609305364168134e-02,-1.856928264405987505e+01
1.063932932932932784e+00,8.830881686343779180e-02,8.826991285147242627e-02,9.774933681875860869e-02,-1.862294218339384599e+01
1.063934934934934962e+00,8.883477127447127197e-02,8.879523474498898783e-02,9.810267570262791448e-02,-1.867660181037955880e+01
1.063936936936936917e+00,8.934762967478615536e-02,8.930760110159342846e-02,9.844604254757022277e-02,-1.873026148394152912e+01
1.063938938938938872e+00,8.984713263544530371e-02,8.980675406748231393e-02,9.877937207208005443e-02,-1.878392116293529313e+01
1.063940940940940827e+00,9.033302685104598051e-02,9.029244150090925958e-02,9.910260088561553826e-02,-1.883758080624767928e+01
1.063942942942942782e+00,9.080506535325816309e-02,9.076441718048006146e-02,9.941566750332681002e-02,-1.889124037295919933e+01
1.063944944944944959e+00,9.126300771655340704e-02,9.122244100683421508e-02,9.971851235875939246e-02,-1.894489982223029045e+01
1.063946946946946914e+00,9.170662026247686227e-02,9.166627920411730968e-02,1.000110778189266802e-01,-1.899855911366445227e+01
1.063948948948948869e+00,9.213567625332684530e-02,9.209570451208416719e-02,1.002933081958263389e-01,-1.905221820712548464e+01
1.063950950950950824e+00,9.254995608369770421e-02,9.251049637732514097e-02,1.005651497601498245e-01,-1.910587706301982536e+01
1.063952952952953002e+00,9.294924746442496943e-02,9.291044113814493632e-02,1.008265507537120798e-01,-1.915953564244909657e+01
1.063954954954954957e+00,9.333334559744696501e-02,9.329533220162110341e-02,1.010774613997767468e-01,-1.921319390701644636e+01
1.063956956956956912e+00,9.370205334537612396e-02,9.366497021658724831e-02,1.013178339138746387e-01,-1.926685181877290631e+01
1.063958958958958867e+00,9.405518140032821661e-02,9.401916324716190487e-02,1.015476225182145725e-01,-1.932050934109037499e+01
1.063960960960960822e+00,9.439254843398676986e-02,9.435772692871757794e-02,1.017667834480293215e-01,-1.937416643786124482e+01
1.063962962962962999e+00,9.471398124978835931e-02,9.468048462715963898e-02,1.019752749635685629e-01,-1.942782307403430053e+01
1.063964964964964954e+00,9.501931492304799276e-02,9.498726758743356036e-02,1.021730573586738106e-01,-1.948147921547943540e+01
1.063966966966966909e+00,9.530839293397790069e-02,9.527791507597453691e-02,1.023600929691353273e-01,-1.953513482885088592e+01
1.063968968968968865e+00,9.558106729881396535e-02,9.555227452254054510e-02,1.025363461843959295e-01,-1.958878988256997644e+01
1.063970970970970820e+00,9.583719868103082740e-02,9.581020164316028653e-02,1.027017834509706962e-01,-1.964244434555851981e+01
1.063972972972972997e+00,9.607665650761038068e-02,9.605156056928923491e-02,1.028563732838083944e-01,-1.969609818841939131e+01
1.063974974974974952e+00,9.629931906740361869e-02,9.627622396008955752e-02,1.030000862708435327e-01,-1.974975138268566965e+01
1.063976976976976907e+00,9.650507360780309629e-02,9.648407311402207309e-02,1.031328950812148287e-01,-1.980340390140099416e+01
1.063978978978978862e+00,9.669381641895538615e-02,9.667499806899257364e-02,1.032547744703388726e-01,-1.985705571876575348e+01
1.063980980980980817e+00,9.686545291329150265e-02,9.684889769872841170e-02,1.033657012868127584e-01,-1.991070681070623394e+01
1.063982982982982994e+00,9.701989769257762797e-02,9.700567979754060044e-02,1.034656544762149605e-01,-1.996435715431824676e+01
1.063984984984984949e+00,9.715707460989468636e-02,9.714526116090627106e-02,1.035546150865972320e-01,-2.001800672823366156e+01
1.063986986986986905e+00,9.727691682171472898e-02,9.726756765685942718e-02,1.036325662725468694e-01,-2.007165551258245628e+01
1.063988988988988860e+00,9.737936683170628216e-02,9.737253428989720017e-02,1.036994932989376561e-01,-2.012530348902453170e+01
1.063990990990991037e+00,9.746437652602900348e-02,9.746010525703630023e-02,1.037553835441962502e-01,-2.017895064077995215e+01
1.063992992992992992e+00,9.753190720025345373e-02,9.753023399608903854e-02,1.038002265031708754e-01,-2.023259695277769765e+01
1.063994994994994947e+00,9.758192957699392267e-02,9.758288322521443958e-02,1.038340137890164522e-01,-2.028624241114784965e+01
1.063996996996996902e+00,9.761442381675311530e-02,9.761802497619424812e-02,1.038567391357178432e-01,-2.033988700417144457e+01
1.063998998998998857e+00,9.762937951819279647e-02,9.763564061752881551e-02,1.038683983987470638e-01,-2.039353072122932886e+01
1.064001001001001034e+00,9.762679571161540781e-02,9.763572087115915399e-02,1.038689895563403159e-01,-2.044717355407501458e+01
1.064003003003002990e+00,9.760668084314963466e-02,9.761826582008863162e-02,1.038585127096198213e-01,-2.050081549512136547e+01
1.064005005005004945e+00,9.756905275098953778e-02,9.758328490842307912e-02,1.038369700825917397e-01,-2.055445653923205285e+01
1.064007007007006900e+00,9.751393863305254928e-02,9.753079693289301577e-02,1.038043660213727043e-01,-2.060809668280518991e+01
1.064009009009008855e+00,9.744137500721178347e-02,9.746083002705528686e-02,1.037607069934190218e-01,-2.066173592356367905e+01
1.064011011011011032e+00,9.735140766242662835e-02,9.737342163647576265e-02,1.037060015856898221e-01,-2.071537426109107116e+01
1.064013013013012987e+00,9.724409160233526972e-02,9.726861848626769391e-02,1.036402605025628920e-01,-2.076901169668588665e+01
1.064015015015014942e+00,9.711949098114744383e-02,9.714647654084480888e-02,1.035634965634135846e-01,-2.082264823323038883e+01
1.064017017017016897e+00,9.697767903113609089e-02,9.700706095508837556e-02,1.034757246993187330e-01,-2.087628387536915042e+01
1.064019019019019074e+00,9.681873798392597041e-02,9.685044601904867212e-02,1.033769619501789666e-01,-2.092991862910138323e+01
1.064021021021021030e+00,9.664275898252802643e-02,9.667671509309626321e-02,1.032672274602953744e-01,-2.098355250209110068e+01
1.064023023023022985e+00,9.644984198631663397e-02,9.648596053563589237e-02,1.031465424736593139e-01,-2.103718550372116880e+01
1.064025025025024940e+00,9.624009566898739099e-02,9.627828362330966006e-02,1.030149303288809826e-01,-2.109081764506380807e+01
1.064027027027026895e+00,9.601363731256838674e-02,9.605379446677411726e-02,1.028724164556476944e-01,-2.114444893812328985e+01
1.064029029029029072e+00,9.577059268594124986e-02,9.581261191041087755e-02,1.027190283652708314e-01,-2.119807939721238554e+01
1.064031031031031027e+00,9.551109592765810730e-02,9.555486343567391738e-02,1.025547956477460970e-01,-2.125170903757672747e+01
1.064033033033032982e+00,9.523528941434648842e-02,9.528068504933563665e-02,1.023797499633800900e-01,-2.130533787597595463e+01
1.064035035035034937e+00,9.494332362437306327e-02,9.499022116623614953e-02,1.021939250349776368e-01,-2.135896593076287431e+01
1.064037037037036892e+00,9.463535699883082741e-02,9.468362448853841207e-02,1.019973566418141547e-01,-2.141259322132470544e+01
1.064039039039039070e+00,9.431155578937953921e-02,9.436105587096299541e-02,1.017900826085635785e-01,-2.146621976883266569e+01
1.064041041041041025e+00,9.397209390955783836e-02,9.402268418859972832e-02,1.015721427997193921e-01,-2.151984559533037711e+01
1.064043043043042980e+00,9.361715277304033522e-02,9.366868619065421564e-02,1.013435791087511501e-01,-2.157347072415714351e+01
1.064045045045044935e+00,9.324692112757626550e-02,9.329924634892532154e-02,1.011044354475095497e-01,-2.162709518008962206e+01
1.064047047047046890e+00,9.286159489023033953e-02,9.291455670644478693e-02,1.008547577393157646e-01,-2.168071898856203816e+01
1.064049049049049067e+00,9.246137696572780118e-02,9.251481670822318815e-02,1.005945939039337572e-01,-2.173434217660398460e+01
1.064051051051051022e+00,9.204647707361940379e-02,9.210023303957966256e-02,1.003239938508133366e-01,-2.178796477185293767e+01
1.064053053053052977e+00,9.161711155999688327e-02,9.167101944793248913e-02,1.000430094648341595e-01,-2.184158680308801692e+01
1.064055055055054932e+00,9.117350321120147594e-02,9.122739656534412100e-02,9.975169459566289587e-02,-2.189520829990133421e+01
1.064057057057057110e+00,9.071588106159561571e-02,9.076959172391017849e-02,9.945010504546106245e-02,-2.194882929263081905e+01
1.064059059059059065e+00,9.024448019576397639e-02,9.029783876432707912e-02,9.913829855498765276e-02,-2.200244981248704690e+01
1.064061061061061020e+00,8.975954155034754356e-02,8.981237784283202519e-02,9.881633479141560539e-02,-2.205606989128814632e+01
1.064063063063062975e+00,8.926131171114087826e-02,8.931345523208779336e-02,9.848427533477820128e-02,-2.210968956137547536e+01
1.064065065065064930e+00,8.875004270362925329e-02,8.880132311423720448e-02,9.814218366172931807e-02,-2.216330885587661825e+01
1.064067067067067107e+00,8.822599179018414395e-02,8.827623937929875153e-02,9.779012513522970795e-02,-2.221692780795468281e+01
1.064069069069069062e+00,8.768942125264704568e-02,8.773846740760779528e-02,9.742816698583625645e-02,-2.227054645132895061e+01
1.064071071071071017e+00,8.714059817724809087e-02,8.718827585328967067e-02,9.705637829570491759e-02,-2.232416482025198690e+01
1.064073073073072973e+00,8.657979424630934950e-02,8.662593843322054232e-02,9.667482998828882956e-02,-2.237778294862728501e+01
1.064075075075074928e+00,8.600728551050616788e-02,8.605173369518366588e-02,9.628359480576921536e-02,-2.243140087084630352e+01
1.064077077077077105e+00,8.542335217558644223e-02,8.546594479921927612e-02,9.588274729705123511e-02,-2.248501862104009774e+01
1.064079079079079060e+00,8.482827837527402715e-02,8.486885928383808286e-02,9.547236379695124564e-02,-2.253863623350512313e+01
1.064081081081081015e+00,8.422235195266462859e-02,8.426076883947275498e-02,9.505252241164446891e-02,-2.259225374221569993e+01
1.064083083083082970e+00,8.360586423348752294e-02,8.364196907252155477e-02,9.462330299884233464e-02,-2.264587118098803842e+01
1.064085085085084925e+00,8.297910980914548207e-02,8.301275927797205356e-02,9.418478715492994979e-02,-2.269948858271909842e+01
1.064087087087087102e+00,8.234238629542367516e-02,8.237344218638303905e-02,9.373705818512308163e-02,-2.275310598067131806e+01
1.064089089089089057e+00,8.169599412625799806e-02,8.172432374492433205e-02,9.328020109800810866e-02,-2.280672340671206300e+01
1.064091091091091013e+00,8.104023631323865884e-02,8.106571286282134026e-02,9.281430257578195120e-02,-2.286034089247037926e+01
1.064093093093092968e+00,8.037541822630794863e-02,8.039792117701374807e-02,9.233945095892487354e-02,-2.291395846869239961e+01
1.064095095095095145e+00,7.970184736854679652e-02,7.972126281079779109e-02,9.185573622617020095e-02,-2.296757616513106370e+01
1.064097097097097100e+00,7.901983315136826280e-02,7.903605413185416095e-02,9.136324997403214021e-02,-2.302119401044213731e+01
1.064099099099099055e+00,7.832968666979975292e-02,7.834261350934794421e-02,9.086208539550805208e-02,-2.307481203212761045e+01
1.064101101101101010e+00,7.763172047664176900e-02,7.764126106904790936e-02,9.035233725695376861e-02,-2.312843025662564500e+01
1.064103103103102965e+00,7.692624836478614836e-02,7.693231845567194416e-02,8.983410187968050853e-02,-2.318204870885902125e+01
1.064105105105105142e+00,7.621358514564528785e-02,7.621610859056793252e-02,8.930747711751566009e-02,-2.323566741218800402e+01
1.064107107107107097e+00,7.549404642647528085e-02,7.549295542743345022e-02,8.877256233200711555e-02,-2.328928638855611055e+01
1.064109109109109053e+00,7.476794839993382291e-02,7.476318371970623600e-02,8.822945837517996714e-02,-2.334290565783884119e+01
1.064111111111111008e+00,7.403560761864549922e-02,7.402711877214160352e-02,8.767826755937957461e-02,-2.339652523845413512e+01
1.064113113113112963e+00,7.329734079139663128e-02,7.328508621359074160e-02,8.711909364143623213e-02,-2.345014514651552773e+01
1.064115115115115140e+00,7.255346456460670668e-02,7.253741175443111089e-02,8.655204179384443086e-02,-2.350376539623561456e+01
1.064117117117117095e+00,7.180429531592023851e-02,7.178442095569065318e-02,8.597721858289800179e-02,-2.355738599961348712e+01
1.064119119119119050e+00,7.105014895063924141e-02,7.102643900067052984e-02,8.539473194687866031e-02,-2.361100696610493088e+01
1.064121121121121005e+00,7.029134069128305240e-02,7.026379045929197209e-02,8.480469116654792971e-02,-2.366462830297687248e+01
1.064123123123122960e+00,6.952818488327608404e-02,6.949679906839474619e-02,8.420720684558070934e-02,-2.371825001471398053e+01
1.064125125125125138e+00,6.876099479125277747e-02,6.872578750242414047e-02,8.360239088115732631e-02,-2.377187210330280465e+01
1.064127127127127093e+00,6.799008241282397669e-02,6.795107716154907829e-02,8.299035644551509827e-02,-2.382549456750890471e+01
1.064129129129129048e+00,6.721575827368168887e-02,6.717298794090116598e-02,8.237121794987942169e-02,-2.387911740369114355e+01
1.064131131131131003e+00,6.643833125259532291e-02,6.639183803001481865e-02,8.174509102920005099e-02,-2.393274060475920351e+01
1.064133133133133180e+00,6.565810838924275583e-02,6.560794369493380684e-02,8.111209251014023236e-02,-2.398636416058376852e+01
1.064135135135135135e+00,6.487539470206654668e-02,6.482161907068842432e-02,8.047234038388988153e-02,-2.403998805795065152e+01
1.064137137137137090e+00,6.409049301963602729e-02,6.403317596750837670e-02,7.982595378672710518e-02,-2.409361227985397846e+01
1.064139139139139045e+00,6.330370379843672235e-02,6.324292366370104501e-02,7.917305296616433674e-02,-2.414723680598573452e+01
1.064141141141141000e+00,6.251532495723370608e-02,6.245116871556902205e-02,7.851375925714577930e-02,-2.420086161236055133e+01
1.064143143143143178e+00,6.172565170463512746e-02,6.165821476094551085e-02,7.784819504902128207e-02,-2.425448667168058492e+01
1.064145145145145133e+00,6.093497639136867539e-02,6.086436234800421397e-02,7.717648376953066547e-02,-2.430811195230914379e+01
1.064147147147147088e+00,6.014358834241940316e-02,6.006990874448371598e-02,7.649874984826597613e-02,-2.436173741889795252e+01
1.064149149149149043e+00,5.935177370790575141e-02,5.927514776631844645e-02,7.581511869196713715e-02,-2.441536303203997349e+01
1.064151151151150998e+00,5.855981530971475502e-02,5.848036960274313051e-02,7.512571665230366458e-02,-2.446898874850684180e+01
1.064153153153153175e+00,5.776799250704307831e-02,5.768586066110205357e-02,7.443067100597988706e-02,-2.452261452051403268e+01
1.064155155155155130e+00,5.697658104515824357e-02,5.689190339567717913e-02,7.373010991621431476e-02,-2.457624029642852648e+01
1.064157157157157085e+00,5.618585292990198321e-02,5.609877616319138699e-02,7.302416241249880258e-02,-2.462986602004971814e+01
1.064159159159159040e+00,5.539607629535365368e-02,5.530675307241331856e-02,7.231295836030884883e-02,-2.468349163066800145e+01
1.064161161161161218e+00,5.460751526806763290e-02,5.451610383130062881e-02,7.159662842320566045e-02,-2.473711706368013452e+01
1.064163163163163173e+00,5.382042986162170056e-02,5.372709362555001811e-02,7.087530404786773763e-02,-2.479074224947352789e+01
1.064165165165165128e+00,5.303507584831033961e-02,5.293998297536227360e-02,7.014911742417101470e-02,-2.484436711418811683e+01
1.064167167167167083e+00,5.225170465235456918e-02,5.215502761487252753e-02,6.941820146023675031e-02,-2.489799157934938023e+01
1.064169169169169038e+00,5.147056324099945346e-02,5.137247837061979794e-02,6.868268975105647212e-02,-2.495161556198092612e+01
1.064171171171171215e+00,5.069189402625674801e-02,5.059258105193252530e-02,6.794271655251203634e-02,-2.500523897432269038e+01
1.064173173173173170e+00,4.991593476072504754e-02,4.981557633656480411e-02,6.719841674509016705e-02,-2.505886172430079029e+01
1.064175175175175125e+00,4.914291845384820973e-02,4.904169967811860403e-02,6.644992581232739282e-02,-2.511248371493172016e+01
1.064177177177177080e+00,4.837307327075717617e-02,4.827118119729961743e-02,6.569737979775343295e-02,-2.516610484527869929e+01
1.064179179179179036e+00,4.760662247050979901e-02,4.750424561393403605e-02,6.494091529524888273e-02,-2.521972500902152703e+01
1.064181181181181213e+00,4.684378430422549838e-02,4.674111214020385680e-02,6.418066939551729522e-02,-2.527334409616515387e+01
1.064183183183183168e+00,4.608477195819444400e-02,4.598199442023923750e-02,6.341677967166722829e-02,-2.532696199196913156e+01
1.064185185185185123e+00,4.532979348360565569e-02,4.522710045766376724e-02,6.264938414702890535e-02,-2.538057857715522658e+01
1.064187187187187078e+00,4.457905172545751499e-02,4.447663254375919945e-02,6.187862125706852096e-02,-2.543419372853383109e+01
1.064189189189189033e+00,4.383274427152847319e-02,4.373078720700410843e-02,6.110462982655545661e-02,-2.548780731857156923e+01
1.064191191191191210e+00,4.309106339091102467e-02,4.298975515362433997e-02,6.032754903121800849e-02,-2.554141921605508969e+01
1.064193193193193165e+00,4.235419599700614157e-02,4.225372123394443430e-02,5.954751837975838513e-02,-2.559502928535882660e+01
1.064195195195195121e+00,4.162232359368154416e-02,4.152286439328477241e-02,5.876467767347566540e-02,-2.564863738727958520e+01
1.064197197197197076e+00,4.089562223137262198e-02,4.079735763414809452e-02,5.797916697086309690e-02,-2.570224337953353100e+01
1.064199199199199253e+00,4.017426248271530054e-02,4.007736799933084293e-02,5.719112656828195806e-02,-2.575584711617468514e+01
1.064201201201201208e+00,3.945840941222516357e-02,3.936305655031243494e-02,5.640069696950350542e-02,-2.580944844780127667e+01
1.064203203203203163e+00,3.874822253625794660e-02,3.865457833733718790e-02,5.560801883925454298e-02,-2.586304722286351421e+01
1.064205205205205118e+00,3.804385582036226565e-02,3.795208240806921540e-02,5.481323299295293855e-02,-2.591664328653815730e+01
1.064207207207207073e+00,3.734545764850067534e-02,3.725571178941698008e-02,5.401648035035168383e-02,-2.597023648207435187e+01
1.064209209209209250e+00,3.665317081699689256e-02,3.656560349527290116e-02,5.321790191167140999e-02,-2.602382665064065748e+01
1.064211211211211205e+00,3.596713253005599797e-02,3.588188853698910663e-02,5.241763873087369741e-02,-2.607741363139713542e+01
1.064213213213213161e+00,3.528747438516676577e-02,3.520469192490076338e-02,5.161583187202848505e-02,-2.613099726272591994e+01
1.064215215215215116e+00,3.461432238431299407e-02,3.453413269669929064e-02,5.081262239068289749e-02,-2.618457738181612626e+01
1.064217217217217071e+00,3.394779693797692760e-02,3.387032393966785127e-02,5.000815130215159610e-02,-2.623815382515693884e+01
1.064219219219219248e+00,3.328801286783172886e-02,3.321337281261632635e-02,4.920255954305433055e-02,-2.629172642951072447e+01
1.064221221221221203e+00,3.263507942439233117e-02,3.256338058366920613e-02,4.839598794578922614e-02,-2.634529503205608236e+01
1.064223223223223158e+00,3.198910030763899709e-02,3.192044267191020135e-02,4.758857721207763319e-02,-2.639885947062967375e+01
1.064225225225225113e+00,3.135017368511967134e-02,3.128464868738167065e-02,4.678046787858809036e-02,-2.645241958452944075e+01
1.064227227227227068e+00,3.071839221267847614e-02,3.065608247444554305e-02,4.597180028064151713e-02,-2.650597521548011670e+01
1.064229229229229245e+00,3.009384307320996446e-02,3.003482217383628139e-02,4.516271453407145337e-02,-2.655952620743380166e+01
1.064231231231231201e+00,2.947660800248342108e-02,2.942094027249093913e-02,4.435335049600845625e-02,-2.661307240780670114e+01
1.064233233233233156e+00,2.886676333052533988e-02,2.881450366945731770e-02,4.354384774094281069e-02,-2.666661366774323128e+01
1.064235235235235111e+00,2.826438001586642837e-02,2.821557373522402476e-02,4.273434552275804515e-02,-2.672014984335032395e+01
1.064237237237237288e+00,2.766952369696021319e-02,2.762420638858740021e-02,4.192498275496914922e-02,-2.677368079576909210e+01
1.064239239239239243e+00,2.708225473427173374e-02,2.704045216461983814e-02,4.111589797406422359e-02,-2.682720639240751126e+01
1.064241241241241198e+00,2.650262826029584420e-02,2.646435629087699401e-02,4.030722930888527150e-02,-2.688072650781742468e+01
1.064243243243243153e+00,2.593069424016824012e-02,2.589595877430189708e-02,3.949911446032400297e-02,-2.693424102393347042e+01
1.064245245245245108e+00,2.536649752157710963e-02,2.533529447775368856e-02,3.869169066194561024e-02,-2.698774983161980145e+01
1.064247247247247286e+00,2.481007789947961908e-02,2.478239321130755110e-02,3.788509465694164802e-02,-2.704125283118136380e+01
1.064249249249249241e+00,2.426147017533226979e-02,2.423727981811037852e-02,3.707946266310506445e-02,-2.709474993371621210e+01
1.064251251251251196e+00,2.372070423096475297e-02,2.369997427481392027e-02,3.627493035506271224e-02,-2.714824106136873283e+01
1.064253253253253151e+00,2.318780508766666790e-02,2.317049177711123786e-02,3.547163282070076029e-02,-2.720172614934409694e+01
1.064255255255255106e+00,2.266279298749395918e-02,2.264884284723764005e-02,3.466970454654941941e-02,-2.725520514604641065e+01
1.064257257257257283e+00,2.214568346326736825e-02,2.213503342991419640e-02,3.386927938261734272e-02,-2.730867801462878930e+01
1.064259259259259238e+00,2.163648741331018407e-02,2.162906499273551178e-02,3.307049051034147147e-02,-2.736214473438803196e+01
1.064261261261261193e+00,2.113521118944668847e-02,2.113093463928002180e-02,3.227347042757914425e-02,-2.741560530106467297e+01
1.064263263263263148e+00,2.064185667077351669e-02,2.064063520766390436e-02,3.147835090799463303e-02,-2.746905972890301584e+01
1.064265265265265104e+00,2.015642134955079184e-02,2.015815538055580960e-02,3.068526297564432015e-02,-2.752250805174323389e+01
1.064267267267267281e+00,1.967889842553461471e-02,1.968347980302972283e-02,2.989433689046802275e-02,-2.757595032342073438e+01
1.064269269269269236e+00,1.920927688375189540e-02,1.921658918330072796e-02,2.910570210352504683e-02,-2.762938662024875214e+01
1.064271271271271191e+00,1.874754158842787885e-02,1.875746040876673584e-02,2.831948723518445607e-02,-2.768281704200296289e+01
1.064273273273273146e+00,1.829367338458407280e-02,1.830606666892893586e-02,2.753582006408186733e-02,-2.773624171220905765e+01
1.064275275275275323e+00,1.784764917695944031e-02,1.786237755492446275e-02,2.675482747451238610e-02,-2.778966078129797523e+01
1.064277277277277278e+00,1.740944203801138637e-02,1.742635918707954867e-02,2.597663545072951066e-02,-2.784307442661274834e+01
1.064279279279279233e+00,1.697902130202309096e-02,1.699797432774477826e-02,2.520136904530202379e-02,-2.789648285421456464e+01
1.064281281281281188e+00,1.655635266207202902e-02,1.657718249594376803e-02,2.442915234965455443e-02,-2.794988630058166024e+01
1.064283283283283144e+00,1.614139827163475066e-02,1.616394008565043977e-02,2.366010847069614786e-02,-2.800328503392595536e+01
1.064285285285285321e+00,1.573411684938340674e-02,1.575820048615193467e-02,2.289435951152088075e-02,-2.805667935525222134e+01
1.064287287287287276e+00,1.533446377641650184e-02,1.535991419377749460e-02,2.213202653608803416e-02,-2.811006960056179338e+01
1.064289289289289231e+00,1.494239120583717648e-02,1.496902893476453715e-02,2.137322955525292056e-02,-2.816345614159412136e+01
1.064291291291291186e+00,1.455784816312545235e-02,1.458548977782199094e-02,2.061808749400553809e-02,-2.821683938790360457e+01
1.064293293293293141e+00,1.418078065630637777e-02,1.420923925518368346e-02,1.986671817605477341e-02,-2.827021978773662170e+01
1.064295295295295318e+00,1.381113177716387051e-02,1.384021747356834267e-02,1.911923828986308166e-02,-2.832359783023376920e+01
1.064297297297297273e+00,1.344884181357451462e-02,1.347836223493673741e-02,1.837576337564280834e-02,-2.837697404615748553e+01
1.064299299299299228e+00,1.309384835306438323e-02,1.312360914722785626e-02,1.763640779405400982e-02,-2.843034900992673997e+01
1.064301301301301184e+00,1.274608639396126834e-02,1.277589174140229128e-02,1.690128470981590650e-02,-2.848372334058841915e+01
1.064303303303303139e+00,1.240548845213776223e-02,1.243514158275281153e-02,1.617050606586898157e-02,-2.853709770346095809e+01
1.064305305305305316e+00,1.207198467037256390e-02,1.210128838356438336e-02,1.544418256294213462e-02,-2.859047281138080976e+01
1.064307307307307271e+00,1.174550292513590333e-02,1.177426011184371998e-02,1.472242363352082965e-02,-2.864384942634494990e+01
1.064309309309309226e+00,1.142596893897310922e-02,1.145398310433821780e-02,1.400533742841882263e-02,-2.869722836020490320e+01
1.064311311311311181e+00,1.111330638591031400e-02,1.114038217127611557e-02,1.329303078866246254e-02,-2.875061047641380441e+01
1.064313313313313358e+00,1.080743700148502351e-02,1.083338070441312168e-02,1.258560922828420338e-02,-2.880399669093559467e+01
1.064315315315315313e+00,1.050828069125142768e-02,1.053290078221834694e-02,1.188317691487436947e-02,-2.885738797327325855e+01
1.064317317317317269e+00,1.021575563554020030e-02,1.023886327005271192e-02,1.118583664258067378e-02,-2.891078534802475986e+01
1.064319319319319224e+00,9.929778402222595723e-03,9.951187927058654029e-03,1.049368982554214728e-02,-2.896418989482392448e+01
1.064321321321321179e+00,9.650264046426266021e-03,9.669793498708143670e-03,9.806836462121980638e-03,-2.901760275044885162e+01
1.064323323323323356e+00,9.377126222247560150e-03,9.394597820120561063e-03,9.125375129825157375e-03,-2.907102510850018717e+01
1.064325325325325311e+00,9.110277286653326034e-03,9.125517910331974389e-03,8.449402964043567152e-03,-2.912445822022702302e+01
1.064327327327327266e+00,8.849628399759761760e-03,8.862470061696247833e-03,7.779015629859542362e-03,-2.917790339582305492e+01
1.064329329329329221e+00,8.595089633100750845e-03,8.605369936147974977e-03,7.114307316833170212e-03,-2.923136200380099936e+01
1.064331331331331176e+00,8.346570070336995981e-03,8.354132652711881296e-03,6.455370718156746949e-03,-2.928483547147316557e+01
1.064333333333333353e+00,8.103977905199977530e-03,8.108672871085947226e-03,5.802297005462472151e-03,-2.933832528567242548e+01
1.064335335335335309e+00,7.867220546734887687e-03,7.868904881514423438e-03,5.155175826892900194e-03,-2.939183299143655859e+01
1.064337337337337264e+00,7.636204711917293081e-03,7.634742680840567002e-03,4.514095275360717821e-03,-2.944536019296797491e+01
1.064339339339339219e+00,7.410836527337501430e-03,7.406100056738308159e-03,3.879141885665054763e-03,-2.949890855205195805e+01
1.064341341341341396e+00,7.191021620617856283e-03,7.182890660519177482e-03,3.250400607844480989e-03,-2.955247978825861210e+01
1.064343343343343351e+00,6.976665218097792380e-03,6.965028085431072651e-03,2.627954803139858492e-03,-2.960607567704219178e+01
1.064345345345345306e+00,6.767672234227421930e-03,6.752425935569224789e-03,2.011886221499530145e-03,-2.965969804917668995e+01
1.064347347347347261e+00,6.563947362510476162e-03,6.544997895579983752e-03,1.402274988960080290e-03,-2.971334878911860145e+01
1.064349349349349216e+00,6.365395164095573322e-03,6.342657797098416594e-03,7.991995937931900768e-04,-2.976702983321439078e+01
1.064351351351351394e+00,6.171920156109991264e-03,6.145319684235087641e-03,2.027368783344384029e-04,-2.982074316710864892e+01
1.064353353353353349e+00,5.983426893144834155e-03,5.952897871334562191e-03,3.870379837128032872e-04,-2.987449082414677193e+01
1.064355355355355304e+00,5.799820052568773789e-03,5.765307003971724756e-03,9.700514917432265282e-04,-2.992827488181915641e+01
1.064357357357357259e+00,5.621004513850579899e-03,5.582462113255427447e-03,1.546231834083131463e-03,-2.998209745885983679e+01
1.064359359359359214e+00,5.446885437176588601e-03,5.404278668838427557e-03,2.115508898952198156e-03,-3.003596071152435343e+01
1.064361361361361391e+00,5.277368339191242964e-03,5.230672628447534910e-03,2.677814287244721647e-03,-3.008986682961643311e+01
1.064363363363363346e+00,5.112359168317631881e-03,5.061560486607866519e-03,3.233081318513821717e-03,-3.014381803141262850e+01
